Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,http://data.europa.eu/esco/skill/S4.3.2,Personalmanagement,Determining the distribution and availability of people to accomplish organizational goals.,"Excludes:
- Delegate activities

Examples:
- Manage personnel
- Plan shifts of employees",S,S4,S4.3,S4.3.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,http://data.europa.eu/esco/skill/S4.3.3,Zuweisung und Kontrolle materieller Ressourcen,Determining and controlling the distribution and availability of physical assets such as tools and equipment.,"Examples:
- Manage rail yard resources
- Ensure equipment availability
- Manage space utilisation",S,S4,S4.3,S4.3.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,,,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information",S,S4,S4.4
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,http://data.europa.eu/esco/skill/S4.4.0,Ausübung von Verwaltungstätigkeiten,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information",S,S4,S4.4,S4.4.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,http://data.europa.eu/esco/skill/S4.4.1,Personalverwaltung,Performing administrative and clerical tasks concerned with human resource administration.,"Examples:
- Manage payroll",S,S4,S4.4,S4.4.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,http://data.europa.eu/esco/skill/S4.4.2,Abwickeln von Finanzgeschäften,Executing financial or commercial transactions such as issuing invoices for sales or issuing purchase orders.,"Examples:
- Issue sales invoices
- Operate cash register
- Issue purchase order",S,S4,S4.4,S4.4.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,http://data.europa.eu/esco/skill/S4.4.3,Wahrnehmung allgemeiner Büro- und Verwaltungsaufgaben,"Performing general clerical and administrative tasks not involving administration of human resources, execution of financial transactions, or processing and transforming information or data.","Examples:
- Perform clerical duties",S,S4,S4.4,S4.4.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.5,Führung und Motivation,,,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings",S,S4,S4.5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.5,Führung und Motivation,http://data.europa.eu/esco/skill/S4.5.0,Führung und Motivation,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings",S,S4,S4.5,S4.5.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.6,Bildung und Entwicklung von Teams,,,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding",S,S4,S4.6
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.6,Bildung und Entwicklung von Teams,http://data.europa.eu/esco/skill/S4.6.0,Bildung und Entwicklung von Teams,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding",S,S4,S4.6,S4.6.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.7,Anwerbung und Einstellung,,,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions",S,S4,S4.7
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.7,Anwerbung und Einstellung,http://data.europa.eu/esco/skill/S4.7.0,Anwerbung und Einstellung,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions",S,S4,S4.7,S4.7.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,,,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children",S,S4,S4.8
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,http://data.europa.eu/esco/skill/S4.8.0,Beaufsichtigung von Personen,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children",S,S4,S4.8,S4.8.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,http://data.europa.eu/esco/skill/S4.8.1,Beaufsichtigen eines Teams oder einer Gruppe,"Managing, leading or supervising the activities a team or group of workers or students.","Excludes:
- Supervise children

Examples:
- Lead a team
- Manage sales teams
- Supervise crew",S,S4,S4.8,S4.8.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,http://data.europa.eu/esco/skill/S4.8.2,Zuweisung von Arbeit,Assigning specific tasks to workers or students.,"Examples:
- Assign duties to employees
- Assign class work to students
- Delegate tasks",S,S4,S4.8,S4.8.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,http://data.europa.eu/esco/skill/S4.8.3,Überwachen und Bewerten der Leistung von Personen,"Monitoring the behaviour or performance of workers, students or oneself to ensure that work is completed satisfactorily and to evaluate performance, capabilities and training needs.","Excludes:
- Supervise children

Examples:
- Monitor the quality of work 
- Perform classroom management
- Evaluate employees work
- Perform self-assessment",S,S4,S4.8,S4.8.3
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.9,Treffen von Entscheidungen,,,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked",S,S4,S4.9
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,http://data.europa.eu/esco/skill/S4.9,Treffen von Entscheidungen,http://data.europa.eu/esco/skill/S4.9.0,Treffen von Entscheidungen,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked",S,S4,S4.9,S4.9.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,,,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.0,Arbeiten mit Computern,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5,S5.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.0,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.0.0,Arbeiten mit Computern,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5,S5.0,S5.0.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.1,Programmierung von Computersystemen,,,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software",S,S5,S5.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.1,Programmierung von Computersystemen,http://data.europa.eu/esco/skill/S5.1.0,Programmierung von Computersystemen,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software",S,S5,S5.1,S5.1.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,,,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,http://data.europa.eu/esco/skill/S5.2.0,Aufbau und Schutz von Computersystemen,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2,S5.2.0
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,http://data.europa.eu/esco/skill/S5.2.1,Einrichten von Computersystemen,"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.","Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Align software with system architectures
- Install software
- Install operating system",S,S5,S5.2,S5.2.1
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,http://data.europa.eu/esco/skill/S5.2.2,Schützen von IKT-Geräten,"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.","Examples:
- Remove computer virus or malware form a computer 
- Implement a firewall 
- Use back-up and recovery tools",S,S5,S5.2,S5.2.2
http://data.europa.eu/esco/skill/S,Fähigkeiten,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,http://data.europa.eu/esco/skill/S5.2.3,Lösen von Computerproblemen,Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,"Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Troubleshoot website
- Implement ICT recovery system",S,S5,S5.2,S5.2.3
